Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;Categoria
Adventure Works Laptop19W X1980 White;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1299;368;Laptop
Adventure Works Laptop19W X1980 Silver;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1299;374;Laptop
Adventure Works Laptop19W X1980 Red;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1299;380;Laptop
Adventure Works Laptop19W X1980 Blue;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Adventure Works;Adventure Works;Luxo;430,38;1299;386;Laptop
Fabrikam Laptop19W M9800 Black;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Fabrikam, Inc.;Fabrikam;Regular;397,25;1199;338;Laptop
Proseware Laptop19W X910 White;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Proseware, Inc.;Proseware;Luxo;430,38;1299;410;Laptop
WWI Laptop19W X0196 Black;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Wide World Importers;Wide World Importers;Luxo;430,38;1299;390;Laptop
WWI Laptop19W X0196 White;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Wide World Importers;Wide World Importers;Luxo;430,38;1299;396;Laptop
WWI Laptop19W X0196 Blue;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Wide World Importers;Wide World Importers;Luxo;430,38;1299;402;Laptop
SV Rechargeable Bluetooth Notebook Mouse E80 Silver;33 ft range, recharges while in use.;Southridge Video;Southridge Video;Econômico;30,58;59,99;891;Acessório para Computado
SV Rechargeable Bluetooth Notebook Mouse E80 Black;33 ft range, recharges while in use.;Southridge Video;Southridge Video;Econômico;30,58;59,99;892;Acessório para Computado
SV Rechargeable Bluetooth Notebook Mouse E80 White;33 ft range, recharges while in use.;Southridge Video;Southridge Video;Econômico;30,58;59,99;893;Acessório para Computado
SV Rechargeable Bluetooth Notebook Mouse E80 Grey;33 ft range, recharges while in use.;Southridge Video;Southridge Video;Econômico;30,58;59,99;894;Acessório para Computado
"Adventure Works 37"" 1080p LCD HDTV M150W Silver";37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity;Adventure Works;Adventure Works;Regular;505,85;1099,99;157;Televisão
"Adventure Works 37"" 1080p LCD HDTV M150W Black";37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity;Adventure Works;Adventure Works;Regular;505,85;1099,99;158;Televisão
"Adventure Works 37"" 1080p LCD HDTV M150W White";37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity;Adventure Works;Adventure Works;Regular;505,85;1099,99;159;Televisão
"Adventure Works 37"" 1080p LCD HDTV M150W Brown";37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity;Adventure Works;Adventure Works;Regular;505,85;1099,99;160;Televisão
The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey;3G-enabled touch screen phone in ice blue with full HTML browsing, and access to email and instant messaging, compatible with 3G network;The Phone Company;The Phone Company;Regular;132,9;289;1429;Smartphone
The Phone Company Touch Screen Phones - LCD M12 Gold;3G-enabled touch screen phone with full HTML browsing, access to email and instant messaging, compatible with  3G network (available in select markets);The Phone Company;The Phone Company;Econômico;91,97;200;1458;Smartphone
The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey;3G-enabled touch screen phone with full HTML browsing, access to email and instant messaging, compatible with  3G network (available in select markets);The Phone Company;The Phone Company;Regular;117,73;256;1431;Smartphone
Contoso Home Theater System 4.1 Channel M1420 Black;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;480;251;Home Theater
Contoso Home Theater System 4.1 Channel M1420 Silver;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;480;264;Home Theater
Contoso Home Theater System 4.1 Channel M1420 White;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;480;277;Home Theater
Contoso Home Theater System 4.1 Channel M1420 Brown;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;480;290;Home Theater
Litware Home Theater System 4.1 Channel M410 Black;4.1 channel front surround;Litware, Inc.;Litware;Regular;275,46;599;192;Home Theater
Litware Home Theater System 4.1 Channel M410 Silver;4.1 channel front surround;Litware, Inc.;Litware;Regular;275,46;599;208;Home Theater
Litware Home Theater System 4.1 Channel M410 Brown;4.1 channel front surround;Litware, Inc.;Litware;Regular;275,46;599;224;Home Theater
Contoso Home Theater System 4.1 Channel M1400 Black;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;409;243;Home Theater
Contoso Home Theater System 4.1 Channel M1400 Silver;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;409;256;Home Theater
Contoso Home Theater System 4.1 Channel M1400 White;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;409;269;Home Theater
Contoso Home Theater System 4.1 Channel M1400 Brown;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;409;282;Home Theater
Litware Home Theater System 4.1 Channel M411 Silver;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Litware, Inc.;Litware;Regular;275,46;599;214;Home Theater
Contoso Home Theater System 4.1 Channel M1410 Black;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;329;246;Home Theater
Contoso Home Theater System 4.1 Channel M1410 Silver;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;329;259;Home Theater
Contoso Home Theater System 4.1 Channel M1410 Brown;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;329;285;Home Theater
Litware Home Theater System 4.1 Channel M412 Black;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Litware, Inc.;Litware;Regular;261,66;569;199;Home Theater
Litware Home Theater System 4.1 Channel M412 Brown;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Litware, Inc.;Litware;Regular;261,66;569;231;Home Theater
Litware Home Theater System 4.1 Channel M411 Black;4.1 Channel Front Surround. 1080p/720p up conversion from DVD or USB;Litware, Inc.;Litware;Regular;275,46;599;198;Home Theater
Litware Home Theater System 4.1 Channel M411 Brown;4.1 Channel Front Surround. 1080p/720p up conversion from DVD or USB;Litware, Inc.;Litware;Regular;275,46;599;230;Home Theater
Contoso Home Theater System 4.1 Channel M1410 White;4.1 channel fronts surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;329;272;Home Theater
Litware Home Theater System 4.1 Channel M412 Silver;4.1 channel fronts surround, USB host, analog in, optical digital in/out;Litware, Inc.;Litware;Regular;261,66;569;215;Home Theater
Contoso 32GB Video MP3 Player M3200 White;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;255;29;Aparelho de Som
Contoso 32GB Video MP3 Player M3200 Red;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;255;30;Aparelho de Som
Contoso 32GB Video MP3 Player M3200 Orange;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;255;31;Aparelho de Som
Contoso 32GB Video MP3 Player M3200 Pink;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;255;32;Aparelho de Som
Contoso 32GB Video MP3 Player M3200 Black;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;255;33;Aparelho de Som
"Contoso SLR Camera 35"" M358 Silver";4.8 In x 2.7 in x 3.6 in, 1.1 lbs;Contoso, Ltd;Contoso;Regular;164,63;358;1083;Câmerara Digital SL
"A. Datum SLR Camera 35"" M358 Silver";4.8 In x 2.7 in x 3.6 in. 1.1 lbs;A. Datum Corporation;A. Datum;Regular;155,43;338;1051;Câmerara Digital SL
"Fabrikam SLR Camera 35"" M358 Silver";4.8 In x 2.7 in x 3.6 in. 1.1 lbs;Fabrikam, Inc.;Fabrikam;Econômico;150,84;328;1115;Câmerara Digital SL
"Adventure Works 40"" LCD HDTV M690 Silver";40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors;Adventure Works;Adventure Works;Regular;392,6;1184,97;149;Televisão
"Adventure Works 40"" LCD HDTV M690 Black";40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors;Adventure Works;Adventure Works;Regular;392,6;1184,97;150;Televisão
"Adventure Works 40"" LCD HDTV M690 White";40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors;Adventure Works;Adventure Works;Regular;392,6;1184,97;151;Televisão
"Adventure Works 40"" LCD HDTV M690 Brown";40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors;Adventure Works;Adventure Works;Regular;392,6;1184,97;152;Televisão
"Adventure Works 42"" LCD HDTV M55 Black";42'' 720p LCD HDTV, 1000000:1 Dynamic Contrast Ratio for the Brightest whites and darkest blacks;Adventure Works;Adventure Works;Regular;389,26;763,51;165;Televisão
Contoso 4GB Portable MP3 Player M450 Black;4GB built in memory, USB driver and earphone, play MP3, WMA;Contoso, Ltd;Contoso;Regular;48,92;95,95;34;Aparelho de Som
Contoso 4GB Portable MP3 Player M450 White;4GB built in memory, USB driver and earphone, play MP3, WMA;Contoso, Ltd;Contoso;Regular;48,92;95,95;35;Aparelho de Som
Contoso 4GB Portable MP3 Player M450 Yellow;4GB built in memory, USB driver and earphone, play MP3, WMA;Contoso, Ltd;Contoso;Regular;48,92;95,95;36;Aparelho de Som
Contoso 4G MP3 Player E400 Silver;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;Contoso, Ltd;Contoso;Econômico;30,58;59,99;8;Aparelho de Som
Contoso 4G MP3 Player E400 Black;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;Contoso, Ltd;Contoso;Econômico;30,58;59,99;9;Aparelho de Som
Contoso 4G MP3 Player E400 Green;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;Contoso, Ltd;Contoso;Econômico;30,58;59,99;10;Aparelho de Som
Contoso 4G MP3 Player E400 Orange;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;Contoso, Ltd;Contoso;Econômico;30,58;59,99;11;Aparelho de Som
Contoso 4-Line Corded Cordless Telephone M203 Black;4-Line operation, includes 1 corded handset with base, 1 cordless handset with charger, up to 6 handsets capability 60 channels;Contoso, Ltd;Contoso;Regular;15,17;32,99;1333;Telefone para Casa & Escritório
Contoso 4-Line Corded Cordless Telephone M203 White;4-Line operation, includes 1 corded handset with base, 1 cordless handset with charger, up to 6 handsets capability 60 channels;Contoso, Ltd;Contoso;Regular;15,17;32,99;1366;Telefone para Casa & Escritório
Contoso 4-Line Corded Cordless Telephone M203 Grey;4-Line operation, includes 1 corded handset with base, 1 cordless handset with charger, up to 6 handsets capability 60 channels;Contoso, Ltd;Contoso;Regular;15,17;32,99;1399;Telefone para Casa & Escritório
"A. Datum SLR Camera 35"" M358 Silver Grey";5 in x 2.4 in x 3.9 in, 15.9 oz, digital camera - SLR with live view mode;A. Datum Corporation;A. Datum;Regular;155,43;338;1059;Câmerara Digital SL
"Fabrikam SLR Camera 35"" M358 Silver Grey";5 in x 2.4 in x 3.9 in, 15.9 oz, digital camera - SLR with live view mode;Fabrikam, Inc.;Fabrikam;Econômico;150,84;328;1123;Câmerara Digital SL
"Contoso SLR Camera 35"" M358 Silver Grey";5 in x 2.4 in x 3.9 in. 15.9 oz. Digital camera - SLR with Live View mode;Contoso, Ltd;Contoso;Regular;164,63;358;1091;Câmerara Digital SL
The Phone Company Touch Screen Phones - LCD M12 Black;5 MP camera, MP3/Video Player, and Micro SD slot-international version with no warranty;The Phone Company;The Phone Company;Econômico;91,97;200;1424;Smartphone
"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold";5 MP camera, MP3/Video Player, and Micro SD slot-international version with no warranty;The Phone Company;The Phone Company;Luxo;195,15;589;1443;Smartphone
The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black;5 MP camera, MP3/Video Player, and Micro SD slot-international version with no warranty;The Phone Company;The Phone Company;Regular;117,73;256;1414;Smartphone
The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold;5 MP camera, MP3/Video Player, and Micro SD slot-international version with no warranty;The Phone Company;The Phone Company;Regular;118,65;258;1453;Smartphone
The Phone Company Finger Touch Screen Phones M30 Black;5.0 megapixel camera w/auto focus, zoom and video capture;The Phone Company;The Phone Company;Econômico;91,51;199;1420;Smartphone
The Phone Company Touch Screen Phones Infrared M901 Gold;5.0 megapixel camera w/auto focus, zoom and video capture;The Phone Company;The Phone Company;Regular;137,96;300;1449;Smartphone
Contoso Centrex Phone System L10 Black;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;Contoso, Ltd;Contoso;Luxo;14,24;42,99;1326;Telefone para Casa & Escritório
Contoso Centrex Phone System L10 White;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;Contoso, Ltd;Contoso;Luxo;14,24;42,99;1359;Telefone para Casa & Escritório
Contoso Centrex Phone System L10 Grey;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;Contoso, Ltd;Contoso;Luxo;14,24;42,99;1392;Telefone para Casa & Escritório
Contoso 512MB MP3 Player E51 Silver;512MB USB driver plays MP3 and WMA;Contoso, Ltd;Contoso;Econômico;6,62;12,99;1;Aparelho de Som
Contoso 512MB MP3 Player E51 Blue;512MB USB driver plays MP3 and WMA;Contoso, Ltd;Contoso;Econômico;6,62;12,99;2;Aparelho de Som
"Adventure Works 52"" LCD HDTV X790W Silver";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;1592,2;161;Televisão
"Adventure Works 52"" LCD HDTV X790W Black";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;1592,2;162;Televisão
"Adventure Works 52"" LCD HDTV X790W White";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;1592,2;163;Televisão
"Adventure Works 52"" LCD HDTV X790W Brown";52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;Adventure Works;Adventure Works;Luxo;527,53;1592,2;164;Televisão
"Adventure Works 52"" LCD HDTV X590 Silver";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;2899,99;145;Televisão
"Adventure Works 52"" LCD HDTV X590 Black";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;2899,99;146;Televisão
"Adventure Works 52"" LCD HDTV X590 White";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;2899,99;147;Televisão
"Adventure Works 52"" LCD HDTV X590 Brown";52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;Adventure Works;Adventure Works;Luxo;960,82;2899,99;148;Televisão
The Phone Company Touch Screen Phones SAW/On-wall M806 Black;5MP camera FM radio - international version with no warranty;The Phone Company;The Phone Company;Regular;134,74;293;1418;Smartphone
The Phone Company Touch Screen Phones SAW/Built-in M801 Gold;5MP camera FM radio - international version with no warranty;The Phone Company;The Phone Company;Regular;137,5;299;1447;Smartphone
SV Car Video TFT6.2W E6281 Black;"6.2"" touch screen TFT widescreen active matrix display";Southridge Video;Southridge Video;Econômico;132,05;259;296;Sistema Audivisual para Carro
SV Car Video TFT6.2W E6281 Silver;"6.2"" touch screen TFT widescreen active matrix display";Southridge Video;Southridge Video;Econômico;132,05;259;312;Sistema Audivisual para Carro
SV Car Video TFT6.2W E6281 Brown;"6.2"" touch screen TFT widescreen active matrix display";Southridge Video;Southridge Video;Econômico;132,05;259;328;Sistema Audivisual para Carro
SV Car Video TFT6.2W E6282 Brown;"6.2"" touch screen TFT widescreen active matrix display, 80W x 2 max power output";Southridge Video;Southridge Video;Econômico;137,14;269;329;Sistema Audivisual para Carro
SV Car Video TFT6.2W E6280 Brown;"6.2"" touch screen TFT widescreen active matrix display, 80W x 4 max power output";Southridge Video;Southridge Video;Econômico;142,24;279;327;Sistema Audivisual para Carro
SV Car Video TFT6.2W E6282 Black;"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output";Southridge Video;Southridge Video;Econômico;137,14;269;297;Sistema Audivisual para Carro
SV Car Video TFT6.2W E6282 Silver;"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output";Southridge Video;Southridge Video;Econômico;137,14;269;313;Sistema Audivisual para Carro
